year,season,season_order,title,author,publisher,date,description,ISBN,Github_permalink,google_thumbnail,google_smallThumbnail,Cover URL override,cover_url,Github thumbnail,Cover,Style,Man partially unclothed,Woman partially unclothed,Has POC,
2011,Spring,1,"His, Unexpectedly",Susan Fox,Kensington/Brava,2/1/11,,9.78076E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780758267818.jpg,http://books.google.com/books/content?id=t5rOKTWq3_YC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=t5rOKTWq3_YC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=t5rOKTWq3_YC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2011,Spring,1,Kiss of Snow,Nalini Singh,Berkley,6/1/11,,9.7811E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781101528723.jpg,http://books.google.com/books/content?id=iNqqxChLh_UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=iNqqxChLh_UC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=iNqqxChLh_UC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2011,Spring,1,The Soldier,Grace Burrowes,Sourcebooks Casablanca,6/1/11,,9.7814E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781402245695.jpg,http://books.google.com/books/content?id=bnXMXq1QdsoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=bnXMXq1QdsoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=bnXMXq1QdsoC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2011,Fall,2,A Night to Surrender,Tessa Dare,Avon,8/1/11,"Dare's first trilogy for Avon features the ladies of Spinster—ahem, Spindle—Cove, and the men determined to win their love.",9.78006E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780062049834.jpg,http://books.google.com/books/content?id=Lq3UYj7UxkcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=Lq3UYj7UxkcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=Lq3UYj7UxkcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2011,Fall,2,If You Hear Her,Shiloh Walker,Ballantine,10/1/11,launches a romantic suspense trilogy as Walker's first Ballantine title.,9.78035E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780345517531.jpg,http://books.google.com/books/content?id=LhONEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=LhONEAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=LhONEAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2011,Fall,2,In Bed with a Highlander,Maya Banks,Ballantine,8/1/11,Banks's sexy Scottish historical is the first in a back-to-back mass market original trilogy.,9.78035E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780345519474.jpg,http://books.google.com/books/content?id=hCanG4oxvboC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=hCanG4oxvboC&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=hCanG4oxvboC&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2011,Fall,2,King's Pleasure,Adrianne Byrd,Kimani,11/1/11,The sexy King brothers own a successful bachelor party–planning business and a string of upscale clubs across the country. What could be better than living the single life in some of the world's most glamorous cities? Finding a woman worth giving it all up for.,9.78037E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780373534494.jpg,http://books.google.com/books/content?id=xfUT_4P69tcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=xfUT_4P69tcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=xfUT_4P69tcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,TRUE,
2011,Fall,2,Legacy of Love,Donna Hill,Kimani,9/1/11,"On their 30th birthdays, the Beaumont women are said to come into a mysterious ""sixth sense."" And if they choose to give themselves fully to the wrong man, they lose everything.",9.78037E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780373534555.jpg,http://books.google.com/books/content?id=D2Lg1mDcKY8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=D2Lg1mDcKY8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=D2Lg1mDcKY8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,TRUE,
2011,Fall,2,Bride of the Night,Heather Graham,HQN,11/1/11,"She's the vampire that could destroy a nation. At least, that's what Pinkerton detective Finn Dunne thinks when he captures Tara Fox aboard a ship sneaking its way northward.",9.78037E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780373776153.jpg,http://books.google.com/books/content?id=UU7YxEv88l8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=UU7YxEv88l8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=UU7YxEv88l8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2011,Fall,2,In Seconds,Brenda Novak,Mira,8/1/11,"Laurel Hodges has been on the run for the past four years, trying to outdistance the gang members who blame her for the death of one of their own. She finds peace in a small town, but how long can it last?",9.78078E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780778312444.jpg,http://books.google.com/books/content?id=Jy35fNxOufsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=Jy35fNxOufsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=Jy35fNxOufsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,FALSE,TRUE,FALSE,
2011,Fall,2,The Greatest Love on Earth,Mary Ellen Dennis,Sourcebooks,8/1/11,"The exotic world of a 19th-century circus features death-defying feats, dangerous rivalries, and a transcendent romance.",9.7814E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781402249822.jpg,http://books.google.com/books/content?id=im4wHEMWd6sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=im4wHEMWd6sC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=im4wHEMWd6sC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2011,Fall,2,The Highlander's Heart,Amanda Forester,Sourcebooks,8/1/11,"Fleeing into the wilderness to escape an abusive marriage, Lady Isabelle Tynsdale would sooner face down a wild boar than spend another night with her wretched husband.",9.7814E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781402253041.jpg,http://books.google.com/books/content?id=he70TgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=he70TgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=he70TgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2011,Fall,2,Unleashed,Sara Humphreys,"Lord and Lady Spy by Shana Galen (Sept., $6.99, ISBN 978-1-4022-5907-4). Galen parodies Mr. and Mrs. Smith with a rollicking tale of two of England's top spies who hide their secret identities even from each other.",10/1/11,"This debut, originally self-published, is an unusual take on shape-shifters.",9.7814E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781402258435.jpg,http://books.google.com/books/content?id=oc0I4CmVzSUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=oc0I4CmVzSUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=oc0I4CmVzSUC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2011,Fall,2,No Proper Lady,Isabel Cooper,Sourcebooks,9/1/11,"England, 1888: the trees are green, the birds are singing, and in 200 years demons will destroy it all, unless Joan, a rough-around-the-edges assassin from the future, can take out the dark magician responsible. But to get close to her target, she'll need help learning how to fit into society.",9.7814E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781402259524.jpg,http://books.google.com/books/content?id=wJCYOjo48IcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=wJCYOjo48IcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=wJCYOjo48IcC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,FALSE,TRUE,FALSE,
2011,Fall,2,Scrumptious,Amanda Usen,Sourcebooks,1/1/11,Sparks fly between love 'em and leave 'em pastry chef and poker sharp Marlene Bennet and traveling chef-for-hire Joe Rafferty when the two culinary perfectionists are forced to share a kitchen.,9.7814E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781402259821.jpg,http://books.google.com/books/content?id=DX2y3sTQpjAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=DX2y3sTQpjAC&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=DX2y3sTQpjAC&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2011,Fall,2,Lady Sophie's Christmas Wish,Grace Burrowes,Sourcebooks,10/1/11,"It's just before Christmas, and Lady Sophie Windham has an abandoned baby on her hands with nobody to help her except a handsome stranger who hates the holidays.",9.7814E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781402261541.jpg,http://books.google.com/books/content?id=CaHtv8My4RgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=CaHtv8My4RgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=CaHtv8My4RgC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2011,Fall,2,Heartwishes: An Edilean Novel,Jude Deveraux,Atria,8/1/11,"While cataloguing the documents of the Frazier family, Gemma Ranford finds references to the Heartwishes Stone, said to grant wishes to anyone named Frazier.",9.78144E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781439108000.jpg,http://books.google.com/books/content?id=BGmZh6HtshIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=BGmZh6HtshIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1310568194i/10436992.jpg,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1310568194i/10436992.jpg,,,Photorealistic,FALSE,TRUE,FALSE,
2012,Spring,1,A Secret in Her Kiss,Anna Randol,Avon,2/1/12,"Randol’s masterful debut visits 1815 Constantinople, where a soldier finds love with a spirited spy.",9.78006E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780062025807.jpg,http://books.google.com/books/content?id=X-CGZwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=X-CGZwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=X-CGZwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,TRUE,FALSE,
2012,Spring,1,Scandal Wears Satin,Loretta Chase,Avon,6/1/12,Chase follows the superlative Silk Is for Seduction with another tale of aristocrats turned seamstresses who find passion and love as sumptuous as the gowns they create.,9.78006E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780062100313.jpg,http://books.google.com/books/content?id=NlPsngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=NlPsngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=NlPsngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,FALSE,TRUE,FALSE,
2012,Spring,1,Texas Bride: A Bitter Creek Novel,Joan Johnston,Dell,3/1/12,Johnson’s satisfying late 19th-century western takes a look at the difficult life of a young woman who becomes a mail-order bride to save her siblings from a terrible orphanage.,9.78035E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780345527448.jpg,http://books.google.com/books/content?id=aR-L2vvcTlIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=aR-L2vvcTlIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=aR-L2vvcTlIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Spring,1,Into the Dreaming,Karen Marie Moning,Delacorte,4/1/12,"Fans of Moning’s Fever and Highlander series will be thrilled by this hardcover reissue of her early novella, a paranormal time-travel romance set in the Scottish Highlands.",9.78035E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780345535221.jpg,http://books.google.com/books/content?id=NTpcEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=NTpcEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=NTpcEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Spring,1,The Darkest Seduction,Gena Showalter,Harlequin/HQN,2/1/12,"Bestseller Showalter unveils the story of Paris, the darkest and most tormented Lord of the Underworld, in her latest Underworld paranormal.",9.78037E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780373776573.jpg,http://books.google.com/books/content?id=Gtv1XzkdBZQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=Gtv1XzkdBZQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=Gtv1XzkdBZQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,TRUE,FALSE,
2012,Spring,1,Diamond Dreams,Zuri Day,Harlequin/Kimani,3/1/12,Day’s latest Atlanta-set African-American contemporary will please fans with the pairing of a blue-eyed frat boy and a doctor tired of Mr. Wrongs.,9.78037E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780373862535.jpg,http://books.google.com/books/content?id=Lc2EA4wWueMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=Lc2EA4wWueMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=Lc2EA4wWueMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,TRUE,
2012,Spring,1,Sweet Addiction,Maya Banks,Berkley,4/1/12,Banks pens a smoking erotic romance with unabashed s&m elements that will leave readers breathless.,9.78043E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780425245651.jpg,http://books.google.com/books/content?id=Z2TzngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=Z2TzngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=Z2TzngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,FALSE,TRUE,FALSE,
2012,Spring,1,Dire Needs: A Novel of the Eternal Wolf Clan,Stephanie Tyler,Signet,3/1/12,"Romantic suspense author Tyler moves into paranormal territory with a complex romance involving rogues, witches, black magic, and weretrappers.",9.78045E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780451236234.jpg,http://books.google.com/books/content?id=PaEtngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=PaEtngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=PaEtngEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Spring,1,Caught in the Act,Jill Sorenson,Bantam,3/1/12,Sorenson develops an unusual romance between a border protection officer and a woman who’s blackmailed into smuggling packages for a drug lord.,9.78055E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780553592641.jpg,http://books.google.com/books/content?id=g-X9o2gUjrwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=g-X9o2gUjrwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=g-X9o2gUjrwC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Spring,1,Bear Meets Girl,Shelly Laurenston,Kensington/Brava,4/1/12,"Outrageous humor, sexy shape-shifters, and an irresistible hero are the highlights of this fast-paced novel.",9.78076E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780758265203.jpg,http://books.google.com/books/content?id=mM-bmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=mM-bmAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=mM-bmAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Spring,1,Matthew,Emma Lang,Kensington/Brava,2/1/12,"Lang introduces the eight Graham siblings in this sweet, engaging historical western, which has plenty of fodder for sequels.",9.78076E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780758269041.jpg,http://books.google.com/books/content?id=ljSKZwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=ljSKZwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=ljSKZwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Spring,1,Miss Hillary Schools a Scoundrel,Samantha Grace,Sourcebooks Casablanca,2/1/12,"A jaded lady and an accomplished rake aim for no strings attached... and miss. With heart and humor, Grace delivers a rich and winning debut that mixes meddling mothers, oppressive high society, subtle wit, steamy interludes, and a bit of intrigue.",9.7814E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781402258312.jpg,http://books.google.com/books/content?id=xPtUzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=xPtUzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=xPtUzgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Spring,1,Enraptured,Elisabeth Naughton,Sourcebooks Casablanca,4/1/12,"Filled with sizzling romance, heartbreaking drama, and a cast of multifaceted characters, this powerful and unusual retelling of the Orpheus and Eurydice story is Naughton’s best book yet.",9.7814E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781402262128.jpg,http://books.google.com/books/content?id=coIHywAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=coIHywAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=coIHywAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Spring,1,Lady Maggie’s Secret Scandal,Grace Burrowes,Sourcebooks Casablanca,5/1/12,The illegitimate daughter of a duke endeavors to protect her family from her mother’s schemes in Burrowes’s outstanding fifth Regency.,9.7814E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781402263774.jpg,http://books.google.com/books/content?id=XyIdnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=XyIdnwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=XyIdnwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Spring,1,Lessons After Dark,Isabel Cooper,Sourcebooks Casablanca,4/1/12,"Cooper follows the knockout No Proper Lady with another supernatural Victorian, this one featuring a paranormally talented healer and a psychic teacher at a school for those with unusual talents.",9.7814E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781402264405.jpg,http://books.google.com/books/content?id=4E34ygAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=4E34ygAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=4E34ygAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Spring,1,The Rogue Pirate’s Bride,Shana Galen,Sourcebooks Casablanca,2/1/12,"In this delightful and action-packed historical, a swashbuckling privateer seduces an admiral’s daughter after she tries to kill him in retaliation for his sinking of her fiancé’s ship.",9.7814E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781402265556.jpg,http://books.google.com/books/content?id=b92gAT3nmbMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=b92gAT3nmbMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=b92gAT3nmbMC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Spring,1,No Longer a Gentleman,Mary Jo Putney,Kensington/Zebra,5/1/12,Romance and wartime espionage mix delightfully in the fourth Lost Lords Regency (after Nowhere Near Respectable) from bestseller Putney.,9.78142E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9781420117233.jpg,http://books.google.com/books/content?id=Q4ePEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=Q4ePEAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=Q4ePEAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Fall,2,Heart of Danger,Lisa Marie Rice,Avon Red,11/6/12,Rice begins a steamy series starring black ops agents and the women who love them.,9.78006E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780062121790.jpg,http://books.google.com/books/content?id=O9zQwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books/content?id=O9zQwAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,http://books.google.com/books/content?id=O9zQwAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Fall,2,Immortally Yours,Angie Fox,St. Martin's Paperbacks,8/28/12,"Fox opens a series about ancient gods, modern love, and one star-crossed couple who could use some divine intervention.",9.78031E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780312546663.jpg,http://books.google.com/books/content?id=Q6qz3pA3Iu0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=Q6qz3pA3Iu0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=Q6qz3pA3Iu0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Fall,2,Shadow Woman,Linda Howard,Ballantine,12/26/12,"In Howard's latest romantic thriller, a spirited woman and a sexily rugged man form an uneasy alliance.",9.78035E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780345506931.jpg,http://books.google.com/books/content?id=6VqyMHbgD98C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=6VqyMHbgD98C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=6VqyMHbgD98C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,FALSE,TRUE,FALSE,
2012,Fall,2,Forbidden,Jacquelyn Frank,Ballantine,10/30/12,"Frank spins a new paranormal series off her popular Nightwalkers books, introducing the Bodywalkers, an ancient race who battle evil.",9.78035E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780345517692.jpg,http://books.google.com/books/content?id=zCImG_ie93UC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=zCImG_ie93UC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=zCImG_ie93UC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
2012,Fall,2,Running Wild,Linda Howard and Linda Jones,Ballantine,11/27/12,Romantic suspense author Howard and paranormal romance author Jones team up to write a steamy contemporary western.,9.78035E+12,https://raw.githubusercontent.com/the-pudding/romance-cover-imgs/main/static/assets/images/img_9780345520784.jpg,http://books.google.com/books/content?id=doi-PFvugh0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books/content?id=doi-PFvugh0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,http://books.google.com/books/content?id=doi-PFvugh0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,,,Photorealistic,TRUE,FALSE,FALSE,
